Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer,Yield,Rainfall
27.48,51.08,47.43,Sandy,Millets,16,0,20,14-35-14,19.99,123.3
30.98,57.31,46.71,Clayey,Oil seeds,10,14,24,DAP,22.27,113.38
29.6,56.7,21.18,Loamy,Paddy,5,13,19,20-20,15.46,113.41
32.08,66.03,52.81,Loamy,Cotton,17,0,40,17-17-17,25.72,131.06
29.49,63.36,44.57,Red,Millets,38,0,3,20-20,21.4,137.62
25.92,60.03,27.02,Sandy,Oil seeds,12,0,12,28-28,15.01,145.3
26.18,68.33,41.63,Black,Oil seeds,37,2,0,10/26/2026,21.01,155.73
35.17,70.71,27.27,Clayey,Maize,24,0,26,14-35-14,20.02,138.44
36.98,71.46,50.7,Sandy,Maize,36,1,0,20-20,22.84,149.81
34.49,73.5,53.12,Loamy,Tobacco,10,0,42,14-35-14,25.77,155.42
25.43,56.25,52.07,Black,Oil seeds,10,9,35,Urea,24.14,127.87
27.65,43.04,45.86,Loamy,Ground Nuts,13,0,9,10/26/2026,16.78,102.06
25.68,59.99,51.16,Sandy,Barley,16,3,7,14-35-14,20.13,133.8
38.07,59.39,38.63,Loamy,Barley,17,2,15,Urea,18.77,114.62
29.69,64.81,55.18,Red,Wheat,2,4,27,DAP,22.47,139.41
39.08,71.79,39.02,Black,Cotton,9,0,17,14-35-14,18.88,139.19
33.96,69.47,57.06,Black,Wheat,8,14,22,Urea,24.96,132.09
31.14,73.75,31.4,Clayey,Sugarcane,11,3,17,10/26/2026,18.3,146.0
36.11,75.99,23.4,Black,Paddy,11,3,41,17-17-17,20.53,150.06
26.25,51.99,50.36,Sandy,Oil seeds,19,0,18,14-35-14,20.82,113.81
29.89,60.28,35.37,Black,Maize,12,2,34,Urea,20.3,134.39
40.0,71.12,37.22,Red,Ground Nuts,14,4,38,17-17-17,22.96,128.69
28.13,51.6,58.09,Clayey,Tobacco,11,2,38,14-35-14,24.43,113.57
28.67,68.13,40.26,Loamy,Maize,23,3,20,28-28,21.76,142.52
26.71,54.0,55.47,Black,Oil seeds,17,0,30,DAP,23.54,119.85
21.7,53.27,56.56,Clayey,Maize,36,0,4,10/26/2026,22.64,127.5
31.15,58.86,38.45,Black,Wheat,20,3,25,17-17-17,20.78,128.99
25.55,68.17,51.97,Loamy,Millets,23,0,25,17-17-17,24.41,157.07
33.79,71.99,49.54,Red,Cotton,42,0,1,DAP,23.56,147.61
28.67,71.7,49.84,Sandy,Tobacco,11,11,9,14-35-14,21.79,156.16
33.94,66.71,33.69,Red,Pulses,8,0,16,17-17-17,17.01,134.27
24.03,58.77,40.78,Loamy,Millets,15,4,14,DAP,18.98,132.94
31.27,51.12,66.51,Black,Oil seeds,9,2,42,14-35-14,26.36,107.37
29.69,59.32,48.74,Loamy,Pulses,19,1,18,DAP,21.38,131.43
32.59,60.47,55.36,Black,Tobacco,19,0,20,20-20,22.97,114.49
39.38,58.0,21.52,Sandy,Oil seeds,4,10,32,10/26/2026,17.0,111.32
22.6,44.65,29.06,Clayey,Barley,17,0,36,17-17-17,18.23,113.89
32.81,62.82,28.5,Sandy,Ground Nuts,8,0,36,20-20,18.58,124.1
26.07,44.83,41.52,Red,Paddy,6,19,15,14-35-14,18.79,96.82
23.78,50.25,44.26,Sandy,Sugarcane,44,0,3,20-20,20.93,119.48
29.12,65.5,30.37,Sandy,Pulses,24,0,26,17-17-17,20.12,138.8
24.26,61.26,47.06,Red,Maize,14,0,38,14-35-14,23.34,136.47
35.41,68.17,53.47,Sandy,Wheat,38,0,4,10/26/2026,23.81,133.78
24.95,57.77,34.91,Red,Maize,39,1,0,17-17-17,18.76,137.31
32.94,56.93,51.95,Loamy,Tobacco,3,13,15,28-28,20.73,120.04
26.58,70.19,43.73,Sandy,Ground Nuts,10,14,14,17-17-17,21.47,147.32
35.99,73.71,47.66,Black,Tobacco,20,0,22,10/26/2026,23.2,150.43
31.43,47.42,45.65,Loamy,Oil seeds,8,7,33,10/26/2026,21.07,97.13
24.04,43.72,22.01,Black,Wheat,16,0,37,28-28,16.72,110.08
36.31,53.88,36.31,Loamy,Cotton,19,0,44,14-35-14,22.1,96.54
28.16,47.49,29.78,Black,Maize,14,13,13,28-28,16.7,97.03
37.94,58.24,42.79,Loamy,Ground Nuts,3,22,22,28-28,21.43,111.01
24.42,48.89,41.63,Black,Pulses,9,16,18,20-20,19.66,109.09
27.33,58.15,22.18,Black,Paddy,35,3,3,20-20,16.4,134.64
31.02,44.25,41.7,Sandy,Ground Nuts,35,0,0,Urea,18.02,90.6
24.63,60.8,31.01,Red,Paddy,4,18,22,10/26/2026,18.88,137.16
22.31,41.54,59.77,Clayey,Pulses,10,1,7,17-17-17,18.81,96.51
28.56,63.57,40.1,Black,Oil seeds,22,2,25,10/26/2026,21.73,131.24
26.66,54.01,31.78,Loamy,Oil seeds,34,3,0,20-20,17.31,117.48
35.53,75.2,29.57,Loamy,Maize,8,11,31,Urea,20.93,147.36
26.26,67.11,38.22,Loamy,Wheat,16,14,15,20-20,21.11,150.61
23.52,53.51,70.0,Sandy,Paddy,33,3,0,10/26/2026,24.75,118.94
24.25,58.48,37.87,Black,Sugarcane,10,12,20,Urea,19.72,129.93
30.53,69.13,35.08,Sandy,Wheat,5,17,19,14-35-14,20.08,140.45
28.54,60.27,31.15,Black,Paddy,14,1,37,Urea,20.06,143.04
23.03,47.87,42.5,Loamy,Ground Nuts,41,2,0,DAP,19.74,114.97
27.38,41.75,70.0,Sandy,Millets,7,3,13,14-35-14,21.62,105.03
28.76,47.19,42.6,Loamy,Cotton,13,6,15,20-20,18.34,106.49
32.94,56.15,39.04,Clayey,Ground Nuts,10,0,44,DAP,21.52,111.51
30.95,51.06,49.29,Red,Millets,1,22,16,20-20,20.81,104.52
38.62,70.77,25.82,Sandy,Barley,20,0,22,Urea,18.54,132.13
23.99,47.13,39.12,Loamy,Pulses,11,11,21,10/26/2026,18.99,108.8
35.52,69.26,40.18,Loamy,Tobacco,13,0,36,DAP,22.31,136.36
29.77,66.6,24.94,Loamy,Ground Nuts,0,21,15,DAP,17.05,136.93
22.08,55.41,30.32,Red,Tobacco,12,13,16,17-17-17,17.75,128.71
38.92,68.71,67.94,Red,Paddy,14,0,36,10/26/2026,27.96,128.69
21.59,47.89,48.19,Clayey,Barley,22,3,20,10/26/2026,21.18,119.66
30.53,71.63,58.35,Clayey,Wheat,7,10,33,DAP,26.33,153.05
31.03,63.64,58.7,Loamy,Ground Nuts,13,0,42,DAP,26.35,136.82
26.25,58.93,30.41,Clayey,Tobacco,16,0,8,28-28,15.58,125.82
27.78,47.15,25.01,Red,Oil seeds,32,0,0,14-35-14,14.52,110.09
33.17,71.81,25.25,Black,Pulses,6,8,29,Urea,18.68,151.06
33.5,56.92,24.03,Loamy,Tobacco,8,19,15,28-28,16.8,109.71
30.44,44.11,42.92,Sandy,Millets,36,1,0,14-35-14,18.55,91.76
32.97,68.78,70.0,Clayey,Paddy,28,0,17,14-35-14,27.63,137.54
27.06,40.83,46.05,Loamy,Tobacco,7,14,15,17-17-17,18.69,100.29
31.04,58.13,57.29,Clayey,Sugarcane,10,2,16,17-17-17,21.47,129.91
30.83,65.17,47.75,Loamy,Cotton,22,0,22,28-28,22.67,135.21
31.21,63.59,39.81,Black,Sugarcane,24,2,32,17-17-17,23.02,135.84
31.8,67.54,30.73,Black,Tobacco,17,0,10,10/26/2026,16.95,133.52
28.54,61.73,53.85,Clayey,Sugarcane,14,0,5,10/26/2026,19.79,129.37
25.17,52.14,60.08,Clayey,Millets,12,0,30,20-20,23.53,125.48
32.28,59.29,33.73,Sandy,Wheat,10,9,25,14-35-14,19.27,110.83
29.33,61.81,52.99,Loamy,Pulses,4,8,30,14-35-14,23.08,124.85
26.82,47.7,36.38,Sandy,Millets,23,0,20,20-20,18.5,108.59
20.79,58.13,63.78,Clayey,Ground Nuts,11,15,11,28-28,24.12,145.35
23.46,51.39,66.66,Loamy,Maize,39,0,0,28-28,24.32,124.36
24.18,44.13,35.86,Clayey,Pulses,24,0,28,Urea,19.39,100.08
32.87,75.67,28.54,Clayey,Sugarcane,3,9,34,Urea,20.18,156.6
25.45,46.24,30.1,Sandy,Sugarcane,7,14,12,10/26/2026,15.59,102.94
39.74,60.17,21.63,Loamy,Oil seeds,4,9,33,14-35-14,17.24,122.39
32.08,59.3,58.06,Red,Oil seeds,12,18,14,20-20,24.14,116.83
30.51,52.84,30.95,Red,Barley,42,0,0,10/26/2026,17.77,114.93
34.11,55.59,36.69,Sandy,Ground Nuts,8,3,5,14-35-14,15.3,108.29
32.32,62.37,45.01,Sandy,Barley,8,0,43,10/26/2026,22.89,131.73
28.02,53.05,28.07,Loamy,Ground Nuts,26,0,18,Urea,17.52,116.53
31.92,56.42,20.53,Black,Pulses,12,0,42,28-28,17.85,114.04
29.87,54.64,41.07,Black,Ground Nuts,32,0,0,Urea,18.48,116.7
25.04,44.26,24.93,Sandy,Paddy,14,2,44,20-20,18.41,106.1
36.1,73.12,51.29,Clayey,Barley,35,2,0,17-17-17,23.12,138.67
30.18,63.89,56.27,Clayey,Millets,14,4,10,20-20,21.84,139.76
30.75,57.34,38.18,Black,Sugarcane,34,0,0,28-28,18.47,125.15
26.99,58.1,39.21,Black,Maize,13,0,44,17-17-17,22.2,125.34
31.22,62.28,43.12,Clayey,Oil seeds,41,2,0,14-35-14,21.3,133.41
26.24,42.54,70.0,Sandy,Sugarcane,38,0,2,14-35-14,24.25,100.06
30.16,73.4,62.27,Clayey,Sugarcane,33,3,2,14-35-14,25.49,147.02
37.13,61.9,67.27,Red,Oil seeds,13,0,35,Urea,26.84,117.83
30.61,60.97,28.66,Black,Pulses,18,0,15,17-17-17,16.78,128.29
40.0,60.26,61.12,Clayey,Oil seeds,13,3,39,Urea,26.5,109.55
39.7,65.03,33.95,Red,Oil seeds,11,2,34,DAP,20.34,124.92
37.83,72.8,47.8,Sandy,Cotton,12,10,25,20-20,23.89,141.49
34.87,52.87,24.26,Red,Paddy,41,1,0,10/26/2026,16.44,105.86
35.94,78.88,56.11,Loamy,Barley,39,0,0,14-35-14,24.96,160.62
28.21,60.33,34.58,Clayey,Ground Nuts,42,2,0,20-20,19.55,135.08
28.71,56.73,35.54,Clayey,Tobacco,39,0,0,20-20,18.63,117.27
24.5,43.5,22.45,Loamy,Ground Nuts,17,0,38,10/26/2026,17.09,110.91
32.84,61.49,52.7,Sandy,Wheat,22,3,17,10/26/2026,22.99,121.77
28.98,57.19,43.18,Sandy,Sugarcane,43,3,1,20-20,21.41,125.41
29.58,45.95,24.54,Loamy,Millets,4,12,32,DAP,16.7,90.92
30.61,51.99,36.27,Red,Wheat,9,17,13,DAP,18.3,112.37
23.16,48.77,42.61,Sandy,Maize,20,0,27,28-28,20.45,114.12
32.57,69.05,45.35,Black,Sugarcane,13,3,9,28-28,19.73,142.05
24.76,61.52,44.12,Red,Millets,24,0,24,14-35-14,22.18,141.54
35.84,53.53,41.21,Black,Wheat,19,0,39,17-17-17,22.3,103.14
23.47,59.67,53.64,Black,Cotton,11,14,15,14-35-14,22.7,140.4
33.5,62.28,32.37,Red,Sugarcane,22,0,21,20-20,19.15,123.66
27.97,53.64,28.44,Black,Sugarcane,7,3,32,17-17-17,17.35,118.51
24.34,54.43,66.95,Red,Sugarcane,8,2,42,20-20,26.63,128.99
31.09,59.6,33.1,Black,Paddy,14,4,16,17-17-17,17.68,119.52
23.32,57.71,54.19,Sandy,Ground Nuts,9,0,14,10/26/2026,20.06,141.23
23.28,48.81,34.98,Loamy,Tobacco,14,3,25,Urea,18.18,118.74
32.16,54.28,39.92,Clayey,Barley,39,3,1,Urea,19.86,113.41
23.82,62.55,43.11,Loamy,Sugarcane,3,13,12,10/26/2026,19.08,136.18
30.33,57.26,50.77,Black,Cotton,31,0,4,28-28,21.13,124.81
33.73,61.45,61.26,Red,Maize,39,0,1,17-17-17,24.4,121.85
32.69,72.28,38.65,Loamy,Tobacco,37,1,0,Urea,20.66,153.26
23.44,49.3,63.03,Loamy,Sugarcane,10,0,10,28-28,20.54,110.33
35.71,57.85,44.78,Black,Cotton,11,11,11,28-28,19.69,113.74
24.99,66.72,29.41,Red,Barley,10,21,19,Urea,20.05,152.29
20.52,46.83,35.07,Black,Barley,10,9,14,28-28,16.65,125.29
33.8,59.62,68.25,Loamy,Cotton,13,0,42,20-20,27.86,124.25
33.49,54.83,41.26,Loamy,Tobacco,11,13,11,10/26/2026,18.98,107.68
29.67,55.61,51.15,Red,Millets,8,0,8,20-20,18.19,117.9
30.68,59.47,45.25,Sandy,Wheat,13,0,40,17-17-17,22.95,123.66
26.48,57.43,33.64,Black,Paddy,37,0,0,14-35-14,18.02,138.92
32.94,64.13,60.88,Red,Ground Nuts,7,16,16,Urea,24.44,134.01
40.0,64.34,28.36,Clayey,Barley,12,4,40,20-20,20.51,123.84
36.13,73.48,70.0,Loamy,Sugarcane,10,0,38,Urea,28.55,144.47
27.98,52.26,44.53,Black,Oil seeds,19,0,14,28-28,19.08,112.76
31.98,58.87,58.24,Clayey,Barley,18,0,33,10/26/2026,25.19,123.62
31.47,58.3,39.96,Black,Paddy,32,0,0,20-20,18.62,129.47
31.81,57.99,62.68,Sandy,Ground Nuts,7,6,34,Urea,25.39,123.63
37.77,55.25,50.88,Sandy,Millets,12,0,16,Urea,19.9,112.04
29.33,55.2,61.35,Sandy,Ground Nuts,20,0,19,Urea,23.64,113.31
32.85,59.83,44.54,Black,Oil seeds,8,2,40,28-28,22.39,122.35
28.72,45.24,39.24,Black,Wheat,43,0,0,20-20,18.82,96.71
28.52,47.06,36.31,Clayey,Oil seeds,35,0,0,17-17-17,17.22,110.97
25.47,57.84,58.11,Clayey,Ground Nuts,11,0,14,DAP,21.16,135.41
26.15,68.06,41.5,Red,Cotton,12,0,13,Urea,18.86,147.6
22.95,47.88,36.75,Black,Pulses,43,0,0,14-35-14,18.59,110.8
34.85,71.71,50.57,Loamy,Barley,36,4,4,17-17-17,23.88,142.26
27.69,58.19,70.0,Sandy,Oil seeds,31,0,0,28-28,24.47,125.11
31.43,46.23,27.98,Clayey,Wheat,38,4,0,17-17-17,16.52,100.57
34.41,58.34,39.5,Loamy,Pulses,13,2,14,20-20,18.08,115.96
22.77,60.17,30.85,Red,Wheat,36,0,2,Urea,17.89,138.25
32.0,63.0,26.06,Sandy,Millets,6,13,29,DAP,18.71,128.91
35.34,64.93,31.98,Clayey,Oil seeds,7,9,26,Urea,19.19,126.81
31.64,53.93,46.5,Black,Pulses,12,17,12,14-35-14,20.84,107.59
40.0,73.42,42.79,Black,Tobacco,8,5,25,DAP,21.6,145.58
30.67,61.79,70.0,Red,Ground Nuts,11,0,33,28-28,26.78,125.9
31.15,58.01,20.55,Clayey,Wheat,0,16,20,DAP,15.31,116.32
32.26,63.7,54.1,Loamy,Oil seeds,38,0,0,DAP,22.89,123.72
32.94,65.59,37.37,Clayey,Maize,24,0,20,28-28,20.63,132.75
31.06,53.58,33.37,Black,Sugarcane,9,4,30,Urea,18.48,103.21
29.5,43.2,31.87,Red,Maize,3,15,19,10/26/2026,16.24,94.91
30.09,45.72,35.36,Sandy,Oil seeds,11,0,16,17-17-17,15.69,103.29
31.13,52.49,40.63,Loamy,Oil seeds,41,0,0,Urea,19.52,115.76
23.38,57.65,23.02,Sandy,Ground Nuts,13,1,13,14-35-14,14.42,134.48
21.31,51.38,34.91,Red,Paddy,18,18,8,14-35-14,18.72,125.13
34.52,64.07,41.38,Sandy,Oil seeds,17,19,12,17-17-17,21.88,126.52
23.91,47.47,43.3,Clayey,Maize,16,10,12,17-17-17,19.11,113.01
30.26,57.22,40.09,Sandy,Pulses,25,2,28,20-20,21.99,122.22
35.47,67.7,66.68,Sandy,Cotton,13,0,13,DAP,24.01,129.06
32.54,58.92,43.95,Black,Sugarcane,34,0,0,28-28,19.78,123.14
34.02,68.57,47.58,Clayey,Maize,38,1,0,DAP,22.22,137.74
30.79,48.95,45.28,Black,Ground Nuts,17,0,14,28-28,18.6,102.61
22.43,56.08,31.03,Red,Sugarcane,39,3,4,28-28,18.71,139.45
26.59,58.55,40.52,Clayey,Millets,10,0,5,17-17-17,16.21,129.44
35.14,59.91,45.38,Red,Oil seeds,9,2,14,14-35-14,18.82,120.21
26.62,46.12,36.96,Black,Ground Nuts,25,0,28,28-28,19.95,114.87
36.62,60.89,31.29,Black,Cotton,12,0,39,17-17-17,20.0,123.14
31.74,60.76,52.06,Loamy,Pulses,12,10,26,Urea,23.69,136.47
27.3,53.57,30.09,Black,Sugarcane,36,0,2,DAP,17.07,125.6
25.53,66.93,43.97,Black,Wheat,8,3,16,20-20,19.54,155.28
33.49,68.47,41.93,Clayey,Ground Nuts,10,0,39,20-20,22.58,148.26
29.44,67.64,34.34,Black,Maize,4,5,33,28-28,19.93,151.98
31.4,53.31,38.96,Loamy,Sugarcane,8,2,32,10/26/2026,19.42,106.34
28.49,62.9,43.12,Black,Paddy,11,0,37,14-35-14,22.11,137.55
28.16,51.2,43.04,Black,Barley,20,0,26,10/26/2026,20.63,114.17
25.01,68.47,20.0,Sandy,Pulses,5,12,32,Urea,18.2,145.34
21.17,41.47,69.82,Sandy,Wheat,6,0,13,10/26/2026,20.96,105.74
37.67,57.53,46.72,Loamy,Pulses,37,2,0,20-20,20.95,113.42
22.97,52.59,58.34,Black,Maize,11,0,17,10/26/2026,21.13,122.17
25.2,43.7,38.61,Black,Paddy,44,0,3,14-35-14,19.14,97.47
35.88,78.27,46.3,Loamy,Ground Nuts,37,4,0,10/26/2026,23.24,157.13
33.19,66.17,37.08,Black,Barley,19,1,37,DAP,22.58,137.17
30.68,66.84,47.59,Clayey,Barley,20,0,16,14-35-14,21.6,148.67
28.56,61.95,35.05,Red,Sugarcane,26,0,21,10/26/2026,20.25,134.1
25.5,52.83,32.4,Black,Maize,16,11,12,20-20,17.61,112.62
29.68,53.79,33.21,Black,Wheat,17,0,35,28-28,19.82,115.15
31.23,59.48,40.81,Loamy,Tobacco,27,2,20,28-28,21.46,120.82
25.13,54.49,68.4,Loamy,Maize,43,0,0,Urea,25.58,117.96
33.11,64.58,70.0,Loamy,Paddy,12,0,33,20-20,27.21,123.74
37.04,74.37,60.83,Clayey,Maize,14,0,35,17-17-17,26.95,158.64
29.26,55.32,37.97,Red,Millets,40,4,0,Urea,19.73,104.74
31.41,73.32,30.0,Black,Pulses,9,4,7,Urea,16.33,145.99
29.66,51.34,33.38,Sandy,Cotton,38,2,1,28-28,17.96,111.0
38.64,73.89,24.43,Red,Ground Nuts,17,3,14,14-35-14,17.38,142.13
32.27,66.39,44.16,Loamy,Oil seeds,6,4,14,17-17-17,19.07,135.64
31.98,71.09,57.24,Clayey,Maize,30,0,2,Urea,23.36,143.42
32.2,67.65,34.68,Black,Maize,4,11,25,Urea,19.7,141.2
34.86,63.91,28.03,Clayey,Tobacco,13,0,36,10/26/2026,19.35,128.32
35.2,59.92,34.79,Sandy,Barley,14,0,11,Urea,16.7,120.15
27.29,43.87,59.55,Black,Ground Nuts,11,4,12,14-35-14,20.35,101.68
31.65,62.43,44.31,Loamy,Oil seeds,37,0,0,20-20,20.66,128.82
27.14,62.52,23.61,Loamy,Paddy,37,0,3,14-35-14,16.97,135.71
34.29,62.31,59.0,Black,Tobacco,8,8,29,Urea,24.78,131.86
34.1,73.57,58.27,Clayey,Pulses,38,0,0,Urea,24.71,141.89
30.03,52.95,35.22,Sandy,Barley,25,0,18,Urea,18.79,119.29
30.44,50.67,28.24,Clayey,Barley,14,0,36,10/26/2026,18.21,110.33
22.91,57.98,48.26,Sandy,Ground Nuts,24,4,22,17-17-17,22.95,135.46
31.78,68.85,30.4,Clayey,Barley,38,0,0,Urea,18.66,150.17
22.04,42.62,30.2,Red,Wheat,10,4,45,DAP,19.15,104.17
21.17,53.65,26.09,Sandy,Wheat,4,14,22,Urea,16.58,124.42
29.92,60.54,26.63,Black,Tobacco,13,1,34,28-28,18.58,123.79
37.31,76.05,41.17,Loamy,Sugarcane,11,12,31,17-17-17,23.94,150.86
27.21,59.57,29.83,Black,Cotton,9,18,24,Urea,19.57,133.35
24.24,50.03,61.83,Clayey,Oil seeds,12,1,12,28-28,21.12,123.28
24.0,45.62,24.15,Sandy,Wheat,14,15,14,14-35-14,15.84,100.19
29.25,63.08,52.62,Black,Sugarcane,21,4,29,28-28,24.93,137.94
38.84,59.76,40.13,Black,Millets,13,3,35,Urea,21.65,121.12
27.56,57.7,65.07,Red,Ground Nuts,9,8,32,14-35-14,26.13,125.2
28.68,67.29,22.56,Sandy,Cotton,7,0,37,20-20,17.84,149.17
33.64,66.85,33.19,Red,Barley,3,19,17,14-35-14,19.17,141.06
38.58,69.85,53.04,Black,Tobacco,12,12,32,Urea,25.99,128.65
21.75,59.66,26.34,Clayey,Wheat,15,4,12,17-17-17,15.88,135.08
29.28,50.3,33.27,Clayey,Maize,30,0,2,20-20,16.48,111.18
26.86,59.65,38.45,Sandy,Barley,24,0,22,28-28,20.55,136.42
30.57,62.75,27.2,Sandy,Ground Nuts,7,11,31,DAP,19.06,129.66
33.25,61.57,24.83,Sandy,Millets,6,15,12,17-17-17,16.07,135.07
24.62,48.57,46.69,Red,Tobacco,21,0,21,28-28,20.49,112.3
34.81,52.08,24.15,Black,Oil seeds,15,0,38,DAP,17.99,108.41
21.07,61.79,38.38,Clayey,Ground Nuts,9,8,10,17-17-17,17.91,136.17
34.84,64.32,51.31,Black,Barley,15,13,14,17-17-17,22.99,138.47
35.16,68.01,47.87,Clayey,Barley,6,11,28,DAP,23.12,133.8
30.7,55.66,49.99,Sandy,Millets,41,0,1,Urea,21.86,115.59
25.09,67.19,40.04,Loamy,Barley,17,0,19,DAP,20.13,156.59
29.06,54.83,25.81,Sandy,Barley,26,0,24,14-35-14,18.14,115.64
34.1,57.5,52.38,Red,Sugarcane,10,0,41,DAP,23.88,109.39
31.75,69.81,26.93,Loamy,Barley,10,1,36,Urea,19.42,146.94
27.94,51.24,67.82,Loamy,Tobacco,8,0,11,20-20,21.54,112.49
36.3,61.96,55.25,Clayey,Wheat,4,4,26,Urea,22.35,121.83
32.17,59.99,29.91,Black,Oil seeds,10,4,32,14-35-14,18.88,134.39
32.6,55.24,25.85,Red,Pulses,10,11,25,14-35-14,17.59,110.66
21.11,46.75,40.36,Loamy,Paddy,13,0,6,28-28,15.6,111.94
27.76,48.25,32.92,Clayey,Ground Nuts,8,0,8,17-17-17,13.81,103.95
24.97,56.24,31.96,Black,Pulses,38,1,0,DAP,17.87,131.31
33.13,59.46,51.97,Sandy,Ground Nuts,21,0,20,14-35-14,22.49,120.55
22.97,50.21,48.12,Black,Millets,23,0,18,10/26/2026,20.8,107.05
30.37,53.97,39.69,Black,Sugarcane,14,1,38,10/26/2026,21.28,120.81
22.99,40.85,53.03,Black,Millets,11,14,16,DAP,20.84,100.76
33.79,70.29,36.68,Black,Wheat,20,0,22,28-28,20.66,141.39
33.8,56.61,45.77,Red,Pulses,9,14,10,20-20,19.77,121.9
35.21,60.24,45.82,Sandy,Millets,23,4,26,17-17-17,23.14,118.44
21.68,57.54,26.22,Clayey,Ground Nuts,16,0,12,10/26/2026,15.2,131.69
25.54,55.47,43.59,Black,Sugarcane,27,0,21,DAP,21.47,129.74
29.88,47.26,53.13,Black,Wheat,4,22,11,Urea,20.9,110.7
28.2,67.68,36.91,Clayey,Maize,8,20,19,17-17-17,21.2,151.43
31.52,62.57,31.45,Red,Millets,39,4,2,20-20,19.3,125.63
33.21,57.68,38.86,Clayey,Oil seeds,22,0,20,Urea,19.84,112.99
28.13,56.05,29.83,Red,Cotton,33,0,1,Urea,16.67,121.43
24.11,47.61,64.23,Red,Maize,13,4,8,10/26/2026,21.36,104.59
35.31,70.81,53.98,Red,Cotton,42,1,3,14-35-14,24.78,139.57
29.83,60.95,39.12,Clayey,Pulses,8,10,11,10/26/2026,18.27,134.99
26.17,50.41,34.14,Clayey,Tobacco,32,3,3,10/26/2026,17.57,122.08
33.95,67.71,34.77,Sandy,Pulses,10,0,43,DAP,21.68,135.17
34.66,67.58,55.82,Clayey,Sugarcane,13,0,12,20-20,21.67,130.97
33.61,51.43,21.75,Loamy,Barley,39,1,0,28-28,15.49,107.85
21.95,50.68,43.79,Loamy,Tobacco,41,2,0,10/26/2026,20.28,125.25
29.67,60.39,41.65,Black,Oil seeds,19,3,15,10/26/2026,19.92,126.03
30.3,64.8,39.21,Sandy,Oil seeds,25,0,22,DAP,21.37,132.72
24.96,55.02,37.99,Sandy,Paddy,13,1,8,DAP,16.4,122.14
32.56,72.74,47.31,Loamy,Ground Nuts,14,14,7,DAP,21.99,155.3
29.01,69.98,40.41,Loamy,Wheat,17,0,15,10/26/2026,19.88,143.77
36.18,57.1,69.39,Black,Sugarcane,17,0,34,14-35-14,27.24,113.82
36.38,55.25,66.99,Red,Paddy,19,0,22,Urea,25.07,114.64
35.93,62.65,54.57,Red,Pulses,18,0,40,DAP,25.88,114.76
38.59,58.32,22.54,Sandy,Cotton,12,6,32,DAP,17.84,113.45
35.4,71.15,68.71,Black,Sugarcane,25,0,19,DAP,27.46,132.17
35.82,67.5,35.88,Red,Pulses,39,3,1,14-35-14,20.38,138.94
26.32,57.24,34.69,Red,Ground Nuts,19,0,29,DAP,19.86,128.4
20.87,52.12,44.25,Loamy,Pulses,19,0,21,Urea,20.06,131.03
28.55,52.81,50.01,Red,Oil seeds,13,3,40,28-28,23.68,114.86
23.55,44.85,38.3,Clayey,Maize,17,0,12,28-28,16.5,98.68
27.9,56.05,35.89,Red,Paddy,36,2,0,28-28,18.48,131.12
31.89,64.06,35.44,Red,Oil seeds,36,3,0,28-28,19.34,122.65
38.18,64.93,44.1,Red,Ground Nuts,4,5,30,28-28,21.16,129.36
33.68,55.49,34.75,Black,Paddy,5,13,24,Urea,18.8,106.54
33.96,63.95,35.17,Loamy,Wheat,8,4,28,17-17-17,19.43,134.54
27.22,60.5,39.08,Red,Ground Nuts,39,4,2,Urea,20.62,131.96
28.88,55.9,30.64,Loamy,Cotton,16,4,7,Urea,15.77,116.88
27.05,61.36,20.0,Black,Barley,7,4,36,17-17-17,17.19,136.3
24.86,53.59,48.95,Loamy,Tobacco,22,3,28,10/26/2026,23.1,115.73
30.02,45.23,32.68,Sandy,Sugarcane,35,0,0,28-28,16.31,95.35
34.35,63.85,55.26,Loamy,Sugarcane,36,0,1,DAP,22.99,133.3
31.31,63.35,63.08,Clayey,Maize,9,1,14,DAP,22.55,144.5
29.49,61.66,51.22,Sandy,Maize,15,0,14,14-35-14,20.76,126.78
36.16,61.54,37.54,Black,Wheat,11,2,37,DAP,21.16,115.97
30.06,50.33,41.32,Sandy,Cotton,36,0,0,17-17-17,18.7,101.11
26.23,63.15,63.34,Sandy,Barley,7,9,28,28-28,25.58,143.41
34.31,72.57,43.94,Red,Wheat,40,0,0,Urea,22.05,141.95
32.15,57.38,34.34,Loamy,Millets,19,0,34,14-35-14,20.56,124.35
31.4,63.38,33.1,Red,Pulses,10,8,33,10/26/2026,20.61,127.12
22.78,60.52,42.05,Red,Maize,39,3,0,28-28,20.76,151.78
34.4,69.58,53.39,Red,Millets,37,4,0,DAP,23.79,139.64
29.5,52.2,23.95,Red,Pulses,31,0,0,28-28,14.66,113.62
38.09,64.63,48.69,Clayey,Oil seeds,7,13,10,20-20,20.7,121.72
32.69,64.23,53.47,Clayey,Sugarcane,3,17,18,DAP,22.82,137.49
31.0,69.87,70.0,Black,Ground Nuts,8,12,10,10/26/2026,25.49,141.83
26.94,56.72,39.94,Sandy,Tobacco,8,18,10,28-28,19.06,121.65
34.54,69.83,51.36,Black,Barley,8,0,33,Urea,23.41,140.65
27.54,61.58,33.57,Sandy,Wheat,11,0,16,DAP,16.92,120.34
